Heurística,VA_Temp,VO_Temp,VA_Hum,VO_Hum,VA_Noise,VO_Noise,VA_Light,VO_Luz,Satisfacción
Algoritmo Genético,32,24.98133846308415,94,51.76658811572121,5,51.72104506409661,2415,347.04691413467964,0.478935
Algoritmo Genético,36,20.586598495358768,87,55.15251182216535,7,1.3005788259104922,6534,359.0193491465964,0.47387124999999997
Algoritmo Genético,28,22.351394614305057,76,51.315572622103474,57,58.652314525171136,1785,406.7798881507561,0.445844375
Algoritmo Genético,19,25.42371453410732,86,43.66820022171672,36,43.70955796781468,2627,265.820382154364,0.5195531250000001
Algoritmo Genético,21,24.83865034758308,89,54.19528603206673,5,20.831575768566022,8305,282.61469229554905,0.52382
Algoritmo Genético,33,24.73455463310692,71,45.88431700918228,53,7.126870392897365,2239,428.7126553787078,0.4709325
Algoritmo Genético,31,24.44622565720272,47,45.3455788367992,43,49.5705387357137,8654,413.4253490563842,0.48440625000000004
Algoritmo Genético,22,21.327228090369022,97,51.15908190956168,56,25.01439500318709,5191,372.4931140474648,0.4559525
Algoritmo Genético,18,23.33092364660168,76,44.0863237324871,60,2.780184093606426,4187,404.1759730540793,0.49704
Algoritmo Genético,20,24.146984908442917,82,58.41530640423412,53,53.82936594798957,7952,218.1227174117836,0.47545499999999996
Algoritmo Genético,20,19.25627812616008,72,48.98359434752755,44,54.38130182557399,6739,348.5930143586215,0.48030875
Algoritmo Genético,29,20.58402108877418,80,40.88772593594189,3,56.05800492784775,2986,314.2466914729662,0.474038125
Algoritmo Genético,35,18.666515433754903,91,41.37740540773655,36,53.99937333710449,6135,270.8111664926637,0.46694375
Algoritmo Genético,30,22.481825044765323,92,49.24354476578024,39,27.38000155104259,8713,308.89264287849386,0.45204374999999997
Algoritmo Genético,31,19.027443655180207,48,49.66968559076172,58,54.821132614842014,9529,407.40978811545233,0.47180687499999996
Algoritmo Genético,26,25.792144374107,52,53.139739716647895,8,48.47650540968201,7673,305.4244662701902,0.518990625
Algoritmo Genético,23,24.86261080786343,52,55.424656644210245,6,42.08364005789053,9237,436.4595376043833,0.5251600000000001
Algoritmo Genético,31,25.177675792806976,100,52.81681409130742,10,49.393365272769735,3741,230.46728683031853,0.481160625
Algoritmo Genético,27,20.736498717281457,87,59.984962232890126,61,47.96164954102299,3760,403.4996081002444,0.4346225
Algoritmo Genético,24,25.25669363701826,54,58.20588755168498,31,38.98973506173843,4434,342.0474641213787,0.51071
Algoritmo Genético,33,20.18360852200245,100,57.31564835783874,12,57.23513262589846,5689,272.88574882196747,0.46526437499999995
Algoritmo Genético,23,23.57991619618052,90,54.72200953377593,16,37.97935447204683,2088,332.2103677669035,0.5122025
Algoritmo Genético,18,20.81960981078126,64,53.141714704379744,26,38.590726332373386,946,311.8172226123475,0.53904625
Algoritmo Genético,30,19.53125656220497,85,41.33482300229501,28,31.54642659245148,9881,375.4131261893095,0.456611875
Algoritmo Genético,30,23.214251568588505,48,58.18728261834448,3,20.245634056294385,5533,381.2659838106242,0.5418675
Algoritmo Genético,23,25.125584541015893,72,48.13719226226513,43,48.63680391438909,3240,301.57104639649185,0.46934875
Algoritmo Genético,20,18.303395374148288,48,40.51785501217006,7,10.409832172001048,5639,211.89605660846811,0.5555337499999999
Algoritmo Genético,27,22.086533106926108,80,42.29383598345556,26,59.317807460235926,6129,478.8686422075136,0.47257687499999995
Algoritmo Genético,25,18.271625924168788,95,45.22102640008956,20,49.25664231553357,3189,444.7840419568274,0.472725
Algoritmo Genético,19,21.75660381547991,49,48.99524802358311,46,42.54206802314056,5380,264.5461066091159,0.530933125
Algoritmo Genético,19,23.377962849561023,88,47.35833015068663,20,42.68899406446687,6362,379.9657020685405,0.48862875
Algoritmo Genético,21,19.02104460094248,59,52.24953121389916,58,3.807868442484033,1953,292.9739871990836,0.46447812499999996
Algoritmo Genético,35,25.68428282779646,88,47.49772168961195,19,46.61218755262096,5633,413.4793838429765,0.4994262499999999
Algoritmo Genético,25,25.02689626864253,78,42.92173724377204,21,19.705173461918697,5309,292.39312208166007,0.49632937499999996
Algoritmo Genético,23,22.25546648605044,98,46.2319152674424,56,40.34898952808112,2743,363.2476561340968,0.456165
Algoritmo Genético,24,18.70418390633536,81,55.10063403496153,11,58.7444062933378,785,260.24095252796536,0.49361625
Algoritmo Genético,21,21.469281235463534,58,55.8067413881134,14,18.29061352288199,1914,321.2129934384741,0.539894375
Algoritmo Genético,27,21.61495151215774,73,54.89924501398829,55,18.03529040997929,2143,397.2642301038942,0.45034624999999995
Algoritmo Genético,21,23.461862379773123,41,43.882395457214194,1,54.33637799049548,9013,239.24544863367808,0.567334375
Algoritmo Genético,21,19.137284424603283,51,56.93525606377811,56,45.48205726921735,5470,329.740079054241,0.521211875
Algoritmo Genético,18,24.74070083537534,41,56.75663997816349,9,18.42961068190233,9514,430.6945325828161,0.6223974999999999
Busqueda Local,28,24.25105146257189,82,51.01484779754692,60,1.1196232165408704,130,228.4990998843777,0.4999674999999999
Busqueda Local,23,18.011705117261705,81,47.41803297625147,61,14.451744981012926,4018,200.6272012041785,0.37551499999999993
Busqueda Local,19,25.98302185227877,87,42.94205760309107,22,59.962443173807344,8705,201.2081477108276,0.375855
Busqueda Local,26,18.828660306913456,49,40.03314358239978,38,0.0151918922437999,2106,205.7212536307924,0.37585624999999995
Busqueda Local,23,18.000695254366995,94,54.68523759330573,52,0.402035366724911,9467,200.13564205079135,0.3753674999999999
Busqueda Local,33,22.099070376799567,95,43.33168349225563,27,0.363631710856731,7866,202.5760343488554,0.37561749999999994
Busqueda Local,26,24.74482926155005,92,53.86048167160931,2,59.309142088043245,3481,201.05851175797108,0.3757799999999999
Busqueda Local,27,24.500645914654232,46,40.01833468357341,52,59.998995724764754,1812,202.12645730235843,0.3757374999999999
Busqueda Local,28,23.14864839940157,78,57.30041476802589,43,1.1896039653264268,6093,202.15160754758267,0.3755799999999999
Busqueda Local,26,19.48721252205432,71,47.34282478296869,55,0.3400214517812072,7334,201.9872434005475,0.375305
Busqueda Local,35,24.1902450054925,75,56.59648551688738,60,43.609476114836,5969,201.48844228989023,0.37549249999999995
Busqueda Local,31,24.159217247328343,48,40.05980616055967,16,59.79565980676131,554,200.353383181126,0.3761574999999999
Busqueda Local,30,21.81715884116748,46,59.71928320954344,28,59.76776293340895,821,200.10408068660095,0.3758275
Busqueda Local,31,18.046278340286488,53,40.06809440382835,28,59.746787396920496,5027,201.0121748176636,0.37567875
Busqueda Local,31,18.742570487867678,41,59.930788250841374,4,59.91530985967923,2996,200.18861139692612,0.3761849999999999
Busqueda Local,27,20.0117176492342,62,46.92047780403649,45,0.5944684337474992,3667,200.365683298564,0.37529999999999997
Busqueda Local,34,24.687879123006752,67,59.19885366651798,36,0.3229059482676422,3414,200.44605735552696,0.3755818749999999
Busqueda Local,24,18.006340704104606,75,44.87408904604175,55,0.012102004112775,1139,201.35981326333703,0.3753968749999999
Busqueda Local,35,20.04785167905875,76,43.69642199859759,51,59.96522546383395,2924,200.67895573054935,0.37535562499999997
Busqueda Local,34,22.126902569408507,44,40.05345619837613,61,20.36047429133904,4802,200.4303423839632,0.3758875
Busqueda Local,27,21.67123144614646,41,59.91839096067522,57,0.019947955779711,7652,202.86211438851907,0.375875625
Busqueda Local,33,25.051360794047564,74,45.67887725346586,38,0.2376559880113382,1320,200.38682570434003,0.37541062499999994
Busqueda Local,20,25.986041238478965,62,56.90444461128938,21,59.907997696668666,4939,201.8940507005234,0.3759375
Busqueda Local,34,21.516335423254205,72,52.8196001837724,6,59.93262371230559,9644,202.54526466279617,0.37570499999999996
Busqueda Local,35,20.70480404792559,100,49.90129235342805,45,59.97189449735887,1667,200.5418968105716,0.3755268749999999
Busqueda Local,18,25.97903216328404,70,47.43085893041541,31,0.0117689850693469,439,201.73906455520844,0.5009325
Busqueda Local,26,20.49425247378167,54,59.99610436684095,12,59.80698956466391,7369,201.2108006384891,0.3758074999999999
Busqueda Local,19,25.961575924217048,94,59.21329868656727,46,0.0918237501408358,4130,201.92404347047028,0.37591874999999997
Busqueda Local,27,22.673766051755702,67,49.10127202690544,26,59.72236358218263,4856,200.33102637711875,0.37548249999999994
Busqueda Local,26,24.94483561880789,71,57.377225058005976,65,17.886224596622235,800,200.62746408632265,0.3752675
Busqueda Local,24,18.087745248284115,70,59.57168586504134,57,0.3555728295024196,2752,201.9351335599018,0.375335
Busqueda Local,35,18.80304292943172,51,40.02967074847061,56,0.1210802272768285,3847,201.44986870335347,0.375456875
Busqueda Local,28,22.634095973041468,98,55.92120539462479,59,3.961389528773061,4510,202.68824271000548,0.3753424999999999
Busqueda Local,36,18.455533864287943,89,56.71162594665866,10,59.95870734572856,279,497.4541823718963,0.5004593749999999
Busqueda Local,28,23.37074665919741,60,55.995645922558765,61,13.587899203976807,6183,204.61564782193173,0.3751425
Busqueda Local,22,18.007350220574406,55,40.01862872898288,21,0.2992072431174142,1212,201.31720697442972,0.37639500000000004
Busqueda Local,32,21.554423160591156,91,48.53881518572349,46,0.0007014608943634,3347,200.3530608776852,0.3754087499999999
Busqueda Local,22,18.007598661491144,57,40.16346327269813,34,59.901088139600205,5238,201.54780263735356,0.3757375
Busqueda Local,28,22.66706526908653,76,50.90280154328951,45,0.0792323995004351,9209,200.1657843246188,0.375384375
Busqueda Local,24,25.9953258012066,91,41.75400833047149,39,0.0794714207618518,3161,201.2218458712346,0.3758262499999999
Busqueda Local,28,24.006587426242096,55,40.05469119483792,21,0.0639425078642941,4521,200.8719501857798,0.37569499999999995
Busqueda Local,31,21.75442462262833,90,50.79003549878027,35,0.1721684549459068,3473,200.1517844126493,0.3754374999999999
Busqueda Local,30,22.1813056530201,57,40.10930946630422,19,0.2603271408827212,5198,201.22803908187484,0.37572375
Busqueda Local,30,24.217461784845007,100,54.11400883585932,9,59.96507606726722,2247,200.0899631686349,0.3757174999999999
Busqueda Local,27,18.254254374270328,83,45.40927069269634,21,59.7315444589609,5157,200.85249514726743,0.3755612499999999
Busqueda Local,33,18.02832234601711,84,56.12361140765691,45,0.0018920800975119,8769,200.3679245175583,0.375466875
Busqueda Local,29,25.212963777101763,74,59.26362817024695,22,59.83723341203431,1019,200.297818692208,0.37579062499999993
Busqueda Local,23,18.024237492077287,93,56.20680584835027,57,0.2479330524836487,3086,201.0632390256069,0.37553125
Busqueda Local,24,25.99773139407329,71,50.997257444012114,34,0.0986448420406804,8660,200.9634457255492,0.37566437499999994
Busqueda Local,34,23.644973884849584,83,49.95567736162376,58,0.1912156580260426,1777,200.06382754157977,0.3752775
Busqueda Local,31,23.41105509969573,75,56.82608335225199,43,0.1990978087593631,4223,200.8258234885482,0.37542499999999995
Busqueda Local,32,22.60274657836201,51,59.91615552268186,14,59.88324885834357,4161,200.61183960428264,0.37589
Busqueda Local,27,19.27825063049648,43,40.01411634632254,57,0.1147972060985025,4731,201.03802879818343,0.37559937499999996
Busqueda Local,23,18.00552305240121,97,46.47482396930619,45,0.7091258183039639,4962,201.43924180061308,0.37556
Busqueda Local,34,20.410086991953225,80,53.18686606982267,14,59.84552396567752,3697,201.44248213417043,0.375905
Busqueda Local,24,18.004152622900556,83,40.72849930552676,58,0.3300080242104197,6691,201.25252539815716,0.3753075
Busqueda Local,30,22.10002859730921,96,48.94288456515727,19,59.95300010126891,4141,200.2509946883474,0.375525
Busqueda Local,20,25.99905595530592,74,54.13165747844914,0,59.672482611859365,4474,200.87553067514597,0.37601249999999997
Busqueda Local,36,20.372356667539933,56,40.03092571388118,48,59.99585549671485,4779,202.08418579570915,0.3756031249999999
Busqueda Local,32,25.52624085306444,94,55.9476807374294,5,59.97665855959979,2415,201.66240431932437,0.375725
Busqueda Local,36,24.246886824732677,87,46.169244817816654,7,59.90775288976876,6534,200.5747175872325,0.375725
Busqueda Local,28,18.285944093375864,76,55.528476072019245,57,0.2659727529090538,1785,200.3325283182194,0.3752718749999999
Busqueda Local,19,25.94651056856261,86,51.23569658577296,36,0.3932987135675847,2627,200.8566315315995,0.3762337499999999
Busqueda Local,21,25.99695678561464,89,54.852486477075736,5,59.53808995954175,8305,200.923610118714,0.375934375
Busqueda Local,33,19.06481580930795,71,53.70683237715218,53,0.1795384615647632,2239,200.09583446870985,0.375256875
Busqueda Local,31,18.45521773464391,47,40.00407142544827,43,59.975551740765695,8654,201.33507321255848,0.37562125
Busqueda Local,22,18.028716744593986,97,40.74608605265795,56,0.2804819921136703,5191,201.26032682281155,0.3754875
Busqueda Local,18,25.99951266066396,76,48.8324024470805,60,8.607771925745503,4187,200.454846334589,0.3757999999999999
Busqueda Local,20,18.002588549946065,82,52.88206895305687,53,0.645425259904433,7952,200.99092353903495,0.375800625
Busqueda Local,20,18.003529685938837,72,49.728465229684105,44,0.0382165193346772,6739,201.4778552375585,0.37581875
Busqueda Local,29,20.893939699557784,80,53.77568709072339,3,59.92751715352294,2986,200.838396484916,0.37553
Busqueda Local,35,21.350254708117124,91,59.81568990035956,36,0.1402793011886749,6135,200.00844267081823,0.37558812499999994
Busqueda Local,30,23.319548698316943,92,56.99401859359621,39,0.0551870534166099,8713,200.65812960335344,0.3753075
Busqueda Local,31,19.93810223753662,48,59.996941955234384,58,0.1260599306302445,9529,201.08671027286888,0.37555249999999996
Busqueda Local,26,22.613315387646477,52,40.0684675039738,8,59.85870502342071,7673,200.5865158225928,0.375709375
Busqueda Local,23,18.05055645474836,52,40.07964165859362,6,59.83378985857855,9237,201.25822907066384,0.37612562499999996
Busqueda Local,31,22.706737753457027,100,52.33485717802115,10,59.40709360186143,3741,201.10869847430757,0.375704375
Busqueda Local,27,21.137154727396755,87,56.43409991503407,61,11.478274763156108,3760,201.38243782443683,0.3754924999999999
Busqueda Local,24,18.041394742776788,54,40.05006043968299,31,0.0035688889652818,4434,200.2817458250584,0.3757425
Busqueda Local,33,21.83729543718672,100,52.22847616710043,12,59.62019507315421,5689,204.6377533577827,0.3756737499999999
Busqueda Local,23,18.02574458697248,90,57.17489828654247,16,59.87444167810939,2088,200.26040060340125,0.37586062499999995
Busqueda Local,18,25.976896264665225,64,50.85249193275985,26,59.81654161180209,946,204.49957861494036,0.3761274999999999
Busqueda Local,30,22.694896980097635,85,51.3116607224468,28,0.077759875564809,9881,204.01794222362537,0.375705625
Busqueda Local,30,18.70355827856895,48,59.91998755531904,3,59.63756809915304,5533,200.9662714075792,0.375823125
Busqueda Local,23,18.03309837487011,72,59.11488871225001,43,0.0041075941657164,3240,200.28667535725128,0.3755174999999999
Busqueda Local,20,25.9745197701023,48,40.03891161311624,7,59.79425059780262,5639,200.67591301026016,0.3765374999999999
Busqueda Local,27,25.86035441886869,80,59.78840121196946,26,59.70335462018176,6129,200.18272333220932,0.37563499999999994
Busqueda Local,25,22.62032422705109,95,49.373222887024426,20,59.81949573600511,3189,201.58784851775815,0.3755424999999999
Busqueda Local,19,25.96327162973962,49,40.02420282158794,46,0.0685829481810595,5380,200.50568568120065,0.37595625
Busqueda Local,19,18.014049461504133,88,54.70368017104238,20,59.879368024590775,6362,200.1637300804851,0.37595437499999995
Busqueda Local,21,18.0472562760404,59,50.26126706059259,58,0.0843338315369846,1953,200.21889485558003,0.375435
Busqueda Local,35,22.64946795484459,88,54.39008099348761,19,59.899136963704585,5633,200.53822322326252,0.37582999999999994
Busqueda Local,25,19.403389051543265,78,46.22847140554687,21,59.46747370033852,5309,201.28160371329605,0.375475
Busqueda Local,23,25.996349583930133,98,46.59484102876651,56,0.3044195598963584,2743,200.50283366462875,0.3754243749999999
Busqueda Local,24,18.12822565960066,81,59.56846806898661,11,59.874045792683134,785,200.55311851319925,0.3758924999999999
Busqueda Local,21,18.007132378146544,58,40.00191631902827,14,59.88103728028386,1914,200.19779683824152,0.37586875
Busqueda Local,27,19.179691327823235,73,50.88288439433672,55,0.1108218508000624,2143,200.2947713954103,0.37531937499999996
Busqueda Local,21,25.958296303318043,41,59.962942826774366,1,59.94428320002339,9013,200.39196341807357,0.3764975
Busqueda Local,21,25.998073893280026,51,59.971700298863205,56,59.959234466495374,5470,200.49827297727708,0.37593499999999996
Busqueda Local,18,25.954454235772648,41,59.96067248140922,9,59.51821874685624,9514,200.16048614955136,0.37673999999999996
Busqueda Local Iterada,28,18.0,82,53.29240526242994,60,4.9969700389144265,130,379.8396796367472,0.49997
Busqueda Local Iterada,23,18.0,81,41.29886398755807,61,49.18867679309741,4018,231.4392617824043,0.37499875
Busqueda Local Iterada,19,20.65063718212348,87,55.97425068595944,22,21.727550683691334,8705,295.84471387962304,0.380601875
Busqueda Local Iterada,26,18.0,49,49.06537386006645,38,35.78608888106574,2106,495.2501230715634,0.382750625
Busqueda Local Iterada,23,18.0,94,43.46623637297287,52,16.583475831914868,9467,349.6609438856921,0.3784075
Busqueda Local Iterada,33,23.12380495785806,95,56.48780406247808,27,54.828236912640136,7866,422.4757656463007,0.37765499999999996
Busqueda Local Iterada,26,23.00796870568354,92,55.983714394028425,2,8.89402070757935,3481,284.50021673575765,0.37895437499999995
Busqueda Local Iterada,27,18.0,46,40.0,52,6.5490184089252885,1812,423.4145921612108,0.3813175
Busqueda Local Iterada,28,26.0,78,50.50092499533356,43,0.0,6093,250.31331186104677,0.3763875
Busqueda Local Iterada,26,23.687632302708792,71,60.0,55,18.123056127014905,7334,250.22921622265528,0.37612625
Busqueda Local Iterada,35,26.0,75,45.4133833184873,60,15.66464741263844,5969,239.8055563792407,0.375021875
Busqueda Local Iterada,31,26.0,48,48.69953127977969,16,14.771111609866836,554,394.6606956152618,0.3872781249999999
Busqueda Local Iterada,30,26.0,46,50.424938412510485,28,23.480038382120085,821,431.00379415249824,0.3848425
Busqueda Local Iterada,31,18.433239581699528,53,60.0,28,9.893973707098958,5027,238.08244311638583,0.38142062499999996
Busqueda Local Iterada,31,26.0,41,40.0,4,20.48127592744768,2996,352.8323432617576,0.381458125
Busqueda Local Iterada,27,18.0,62,40.0,45,42.13782049920552,3667,487.1503287240088,0.37728375000000003
Busqueda Local Iterada,34,21.82901062233107,67,41.30203353878449,36,31.66290189847513,3414,334.18992703030847,0.377054375
Busqueda Local Iterada,24,19.80190782026945,75,60.0,55,0.0,1139,452.2906791292598,0.376960625
Busqueda Local Iterada,35,19.61312273681084,76,40.0,51,26.25720360671629,2924,200.13120177738375,0.37601125
Busqueda Local Iterada,34,25.049933448923174,44,48.0960640395224,61,60.0,4802,285.4959846187944,0.37839375
Busqueda Local Iterada,27,26.0,41,58.91687461001543,57,16.620337015237364,7652,221.8485366591653,0.37921874999999994
Busqueda Local Iterada,33,18.0,74,51.14885584413357,38,26.976393430562208,1320,405.9366623365712,0.37856124999999996
Busqueda Local Iterada,20,26.0,62,60.0,21,48.98745663345349,4939,211.0157042943183,0.381548125
Busqueda Local Iterada,34,21.74117831081106,72,46.34290197631184,6,54.49677490058259,9644,337.45046598837644,0.37729375
Busqueda Local Iterada,35,25.307847086786328,100,40.0,45,51.44914573291893,1667,424.751237652468,0.37742125
Busqueda Local Iterada,18,26.0,70,60.0,31,36.13451140107933,439,392.18434064118674,0.5
Busqueda Local Iterada,26,18.0,54,45.769824965410585,12,0.0,7369,448.6674025685163,0.38425
Busqueda Local Iterada,19,21.95829167102703,94,42.79298205630764,46,54.39029225207973,4130,399.5426667235514,0.3807649999999999
Busqueda Local Iterada,27,23.37623052697873,67,45.92460200178048,26,33.07559817073074,4856,415.1518757752333,0.37823125
Busqueda Local Iterada,26,18.0,71,50.44037039693474,65,54.91939421963157,800,230.9713720794022,0.3749975
Busqueda Local Iterada,24,18.0,70,52.94523652933165,57,34.70674838576666,2752,203.66657771473436,0.3785775
Busqueda Local Iterada,35,20.86187305490725,51,40.0,56,42.41925881720845,3847,200.0,0.37760999999999995
Busqueda Local Iterada,28,18.592265036572623,98,41.96660545823754,59,0.0,4510,281.75379347121464,0.3749975
Busqueda Local Iterada,36,20.559101411998203,89,50.50475513126298,10,60.0,279,444.2999796189618,0.49999875
Busqueda Local Iterada,28,25.24895930713145,60,53.20238654329828,61,60.0,6183,500.0,0.37499625
Busqueda Local Iterada,22,18.0,55,53.341886063957375,21,19.568183769428405,1212,322.46539126562715,0.379754375
Busqueda Local Iterada,32,24.693753057650568,91,60.0,46,60.0,3347,259.9768683411671,0.37664624999999996
Busqueda Local Iterada,22,26.0,57,60.0,34,50.39838065822174,5238,452.8426338262093,0.381315
Busqueda Local Iterada,28,26.0,76,40.0,45,0.0,9209,417.7798507781238,0.37568625
Busqueda Local Iterada,24,18.0,91,40.0,39,32.01336029582228,3161,455.9117795472863,0.37965000000000004
Busqueda Local Iterada,28,18.0,55,40.944923535981765,21,13.82910101988966,4521,378.9112266494944,0.378924375
Busqueda Local Iterada,31,19.165489509237894,90,44.57494885120869,35,60.0,3473,462.249527834952,0.37731125
