VA_Set,Heurística,Ejecución,VA_Temp,VO_Temp,VA_Hum,VO_Hum,VA_Noise,VO_Noise,VA_Light,VO_Luz,Satisfacción,Satisfacción_S,Satisfacción_E
9,Recocido Simulado,11,26,21.4280688347767,71,49.59411643862488,55,53.762869618263025,7334,497.06202072771276,0.50679875,0.43486,0.4324
9,Recocido Simulado,12,26,21.891910729993754,71,57.09110129544731,55,55.501303597243954,7334,498.74538418255173,0.50887125,0.42173,0.5042125
9,Recocido Simulado,13,26,21.875975419145185,71,55.98218627354687,55,56.91894434219415,7334,492.697630362551,0.50337125,0.34968,0.4802075
9,Recocido Simulado,14,26,25.580282794572643,71,58.04236679227996,55,48.09366057390564,7334,499.97863859781654,0.50716,0.51889,0.3663775
9,Recocido Simulado,15,26,21.191819271308944,71,47.451315320140914,55,55.095364107552605,7334,494.9161554162049,0.50812375,0.54969,0.3693475
9,Recocido Simulado,16,26,19.211265433099296,71,54.91193847118625,55,52.22711139849468,7334,497.38057671773737,0.506675,0.44530000000000003,0.5
9,Recocido Simulado,17,26,25.259347235350557,71,55.89314700794241,55,44.39793981026565,7334,499.3699772938213,0.5063625,0.52234,0.44142750000000003
9,Recocido Simulado,18,26,21.32296195354677,71,47.83390130529365,55,44.68550900230357,7334,499.59375677436384,0.50650375,0.50313,0.35557
9,Recocido Simulado,19,26,19.796761679223906,71,55.43214309688977,55,51.13916772956346,7334,489.8761527350345,0.50341125,0.45177,0.4871275
9,Recocido Simulado,20,26,21.69480680908787,71,44.33238144451759,55,56.23192382201888,7334,497.1588387822633,0.5066537499999999,0.59658,0.3402925
9,Recocido Simulado,21,26,22.530299647171795,71,56.991814887991126,55,45.82592592766373,7334,496.34613343011415,0.50532,0.42868,0.38910500000000003
9,Recocido Simulado,22,26,23.511165077372674,71,56.255199767282775,55,35.70440535563148,7334,497.225796803125,0.504165,0.6176400000000001,0.14804499999999998
9,Recocido Simulado,23,26,23.973730981456995,71,57.33623431831121,55,55.083484914391754,7334,499.30904753232204,0.50994625,0.5697,0.1839675
9,Recocido Simulado,24,26,18.65279158580298,71,55.500101723075225,55,44.70589221384456,7334,498.5245921988288,0.50605625,0.24496,0.7359675
9,Recocido Simulado,25,26,25.25927309289691,71,55.9171367316973,55,54.30938005574042,7334,498.4309150611909,0.5074350000000001,0.74784,0.17737999999999998
9,Recocido Simulado,26,26,26.0,71,50.62756062415333,55,55.20143937950171,7334,500.0,0.5099975,0.45192,0.5385825
9,Recocido Simulado,27,26,21.405591216967284,71,44.34916381957864,55,50.84218992064015,7334,498.87400462188816,0.5071225,0.69041,0.2598575
9,Recocido Simulado,28,26,21.30638436297562,71,44.34419829334323,55,42.22068328549072,7334,499.32387153270776,0.5059862500000001,0.34147,0.4422425
9,Recocido Simulado,29,26,20.760134819288357,71,55.38997741205807,55,52.5606808579973,7334,499.1533379097508,0.5074775,0.55311,0.28176
9,Recocido Simulado,30,26,26.0,71,49.77476431970388,55,50.326293914179196,7334,500.0,0.5074925,0.52976,0.45664
10,Recocido Simulado,1,35,18.0,75,48.82438216911281,60,10.238738384858927,5969,498.8627457070907,0.49955375,0.66018,0.3008225
10,Recocido Simulado,2,35,23.474514108454855,75,42.28831542109085,60,32.030848134483065,5969,500.0,0.5000025,0.35451,0.62409
10,Recocido Simulado,3,35,20.8333400885544,75,46.04094120522341,60,41.00674018561975,5969,499.57495646038484,0.49980375,0.59711,0.213495
10,Recocido Simulado,4,35,22.47258700784464,75,48.86085705267442,60,12.498754654376272,5969,499.94963273372815,0.4999975,0.35518,0.5606249999999999
10,Recocido Simulado,5,35,26.0,75,58.024923101710094,60,4.714614704806749,5969,500.0,0.5000037500000001,0.40487,0.5364275000000001
10,Recocido Simulado,6,35,20.83192862929464,75,46.524502045795344,60,38.18725256904427,5969,499.8370938206285,0.49994875000000005,0.68144,0.291365
10,Recocido Simulado,7,35,22.38828687003405,75,45.085845720252465,60,38.13154570754012,5969,499.97782117741974,0.500005,0.12275,0.6352525
10,Recocido Simulado,8,35,20.98939293290663,75,42.899195052756596,60,46.88459588091875,5969,500.0,0.5,0.49081,0.4796875
